% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=462898, Mon Mar 31 00:17:30 2025, <python>{}</python>
1 6 0.35907748121347954 1 0 1.0 0.9782373481232225
2 12 0.34186289731638553 1 0 1.0 0.9782373481232225
3 18 0.30310830456784627 1 0 1.0 0.9782373481232225
